Collection,Registration number,Date,CBL,Latitude,Longitude,Island type,WinterMinTemp,AnnualMinTemp,SummerWetBulbTemp,AnnualWetBulbTemp,SummerMaxTemp,AnnualMaxTemp,AnnualRain,P–PET,aaET,NDVI,CenW,GrowSeasRain,GrowSeasaaET,GrowSeasP–PET,GrowSeasNDVI,CVSeasRain,CVSeasaaET,CVSeasP–PET,CVSeasMaxTemp,CVSeasMinTemp,MinSeasRain,MinSeasaaET,MinSeasP–PET,MinSeasNDVI,Soil nutrient availability,Clay content percentage (0 – 30 cm),Soil bulk density (0 – 30 cm)
Western Australia Museum,17214,NA,72.84,-18.25,127.65,Australian mainland,13.47013569,19.82125664,22.83483315,18.70969772,36.75150299,33.46435928,534.9405518,-1794.502197,493.4375,2.485140562,241.8559113,534.9405518,493.4375,-1793.47876,0.207095057,1.179838336,0.912877026,0.299108759,0.12354912,0.233090226,15.97894859,28.8125,-666.6013184,0.478312999,2,12.09154987,1.593536258
Western Australia Museum,18766,NA,72.59,-22.2,118.6,Australian mainland,11.32512569,18.60404396,21.82454491,17.48194504,39.42941666,33.14995956,347.1334229,-2161.614502,369.125,2.37093997,0,347.1333923,369.125,-2161.471436,0.197578326,0.89938951,0.785962875,0.110631126,0.177954109,0.297472522,12.51201248,16.5625,-758.5153809,0.456257015,1,34.15272522,1.510061741
Western Australia Museum,18767,NA,74.84,-22.2,118.6,Australian mainland,11.32512569,18.60404396,21.82454491,17.48194504,39.42941666,33.14995956,347.1334229,-2161.614502,369.125,2.37093997,0,347.1333923,369.125,-2161.471436,0.197578326,0.89938951,0.785962875,0.110631126,0.177954109,0.297472522,12.51201248,16.5625,-758.5153809,0.456257015,1,34.15272522,1.510061741
Western Australia Museum,19483,NA,74.78,-33.6,115.8,Australian mainland,5.845625877,9.197125435,17.29895782,14.03289509,28.99140739,22.50837708,956.4553833,-319.4417114,676.875,5.701165676,922.0894775,147.0247955,397.1875,-705.2644043,0.437008739,0.826641376,0.404839837,4.992113001,0.229112667,0.32268448,42.81202316,107.875,-441.1218872,1.254168272,2,8.565799713,1.401924014
Western Australia Museum,19533,NA,78.7,-33.25,117.45,Australian mainland,5.779612064,9.437239647,16.55091667,13.26651001,29.95113182,22.57323265,424.952301,-863.373291,395.75,3.17846489,553.0499878,107.250946,153.75,-780.9627686,0.15404433,0.604061212,0.212461921,1.225626465,0.263080859,0.355992592,39.19861221,73,-472.45224,0.38170734,1,13.98082447,1.469153523
Western Australia Museum,19550,NA,78.55,-22.15,119.95,Australian mainland,8.361727715,16.45508575,21.39633369,16.9743576,39.01678848,32.63125992,317.8283997,-2274.3396,328.1875,1.891708851,0,317.8283997,328.1875,-2274.386719,0.157642394,0.866324139,0.841819712,0.110238284,0.184648058,0.377971628,15.86677933,20.5,-780.5978394,0.323153585,1,25.21159935,1.421460748
Western Australia Museum,22291,NA,69.82,-20.8,115.4,small island,15.15981293,19.87218857,24.70311356,20.9514389,34.49129105,30.9186058,273.7919617,-2394.914551,314.875,1.818679094,160.1528473,273.7919922,314.875,-2395.609375,0.151556596,0.717671762,0.567788111,0.118417355,0.11928649,0.191586642,4.561600208,18.6875,-794.8679199,0.337424666,0.970000029,30,1.299999952
Queensland Museum,J 10065,NA,76.29,-20.9,148.3,Australian mainland,10.33127213,16.28914642,22.46990395,18.8611927,31.67701721,28.14484024,878.0144653,-668.4486084,853.4375,4.396347046,842.6150513,878.0144653,853.4375,-669.7088013,0.366362244,0.8321695,0.257998796,0.562620092,0.123741858,0.276265327,80.11215973,136.40625,-342.7878418,0.943375647,1.070000052,23,1.539999962
Queensland Museum,J 10067,NA,77.74,-21.15,148.5,Australian mainland,9.355176926,14.80610752,21.42301559,17.72184563,29.32221031,25.28672028,1755.928589,288.4234009,851.125,6.988570213,991.135498,1612.912598,762.46875,278.9690552,0.572196603,0.71491831,0.264539428,2.752542734,0.152308698,0.278266986,181.9119873,135.28125,-255.3040161,1.623838663,2,32.15829849,1.425034165
Queensland Museum,J 10069,NA,80.23,-21.15,148.5,Australian mainland,9.355176926,14.80610752,21.42301559,17.72184563,29.32221031,25.28672028,1755.928589,288.4234009,851.125,6.988570213,991.135498,1612.912598,762.46875,278.9690552,0.572196603,0.71491831,0.264539428,2.752542734,0.152308698,0.278266986,181.9119873,135.28125,-255.3040161,1.623838663,2,32.15829849,1.425034165
Queensland Museum,J 10119,NA,74.22,-19.4,146.95,Australian mainland,14.77513981,19.76643944,24.09995842,20.8064537,31.60360146,28.81272697,1073.423096,-718.8120117,926.375,5.298476219,586.2039795,1073.423096,926.375,-727.0198364,0.441539675,1.021236513,0.313063177,1.347581156,0.094514572,0.188504583,67.55765533,133.375,-429.8826599,1.003693342,1.029999971,23.64884949,1.55250001
Queensland Museum,J 10289,NA,80.35,-20.9,148.5,Australian mainland,10.59926891,16.23891068,22.30610466,18.71898651,30.63911629,27.01240158,1394.722656,-161.1779633,907.09375,5.86866045,842.6150513,1394.722656,907.09375,-162.7256165,0.489055037,0.801002267,0.258594127,4.982293419,0.12998704,0.262249311,129.5950165,145.125,-309.6434326,1.342606664,1.649999976,23.30292511,1.540997982
Queensland Museum,J 10464,NA,76.58,-28.05,148.6,Australian mainland,5.988139629,13.66185665,20.52102089,15.93823719,34.36915207,27.66349411,490.9935608,-1292.942261,474.21875,3.647580385,275.4093933,405.1941833,397.09375,-1144.280273,0.312441856,0.341055437,0.357010578,0.492315935,0.21520577,0.443605864,85.79936218,77.125,-463.9749451,0.835603654,1.269999981,32.4313736,1.609392524
Queensland Museum,J 10534,NA,81.08,-21.15,148.5,Australian mainland,9.355176926,14.80610752,21.42301559,17.72184563,29.32221031,25.28672028,1755.928589,288.4234009,851.125,6.988570213,991.135498,1612.912598,762.46875,278.9690552,0.572196603,0.71491831,0.264539428,2.752542734,0.152308698,0.278266986,181.9119873,135.28125,-255.3040161,1.623838663,2,32.15829849,1.425034165
Queensland Museum,J 10786,NA,79.13,-28.05,148.6,Australian mainland,5.988139629,13.66185665,20.52102089,15.93823719,34.36915207,27.66349411,490.9935608,-1292.942261,474.21875,3.647580385,275.4093933,405.1941833,397.09375,-1144.280273,0.312441856,0.341055437,0.357010578,0.492315935,0.21520577,0.443605864,85.79936218,77.125,-463.9749451,0.835603654,1.269999981,32.4313736,1.609392524
Queensland Museum,J 10829,NA,77.29,-15.5,145.2,Australian mainland,18.18569756,21.36553955,24.71739769,22.40437126,31.33750343,28.8982563,1671.577637,-23.57739258,879.03125,5.871171951,716.7365112,1671.577637,879.03125,-23.97390938,0.489264339,0.905133374,0.17083917,60.31079041,0.077135901,0.107906188,95.1578598,163.90625,-398.0165405,1.300148726,1,27.80318069,1.254633307
Queensland Museum,J 10830,NA,75.43,-15.6,145.2,Australian mainland,18.14253998,21.42584038,24.39040375,22.0338192,31.49095535,29.07463074,1695.39563,28.31304741,895.1875,5.389470577,750.7084961,1695.39563,895.1875,27.08153534,0.449122548,0.912800691,0.17306539,50.36725059,0.076509112,0.111597929,91.55606079,166,-389.6599731,1.101084948,1,27.17830086,1.264330983
Queensland Museum,J 10831,NA,72.31,-15.7,145.2,Australian mainland,17.23342133,20.60686111,23.94375038,21.53655434,30.86314964,28.32709122,1770.665649,103.2054749,906.25,5.816462994,750.7084961,1770.665649,906.25,101.91922,0.48470524,0.889939698,0.17370839,14.06226585,0.082509015,0.120146335,101.9005737,167.6875,-379.8920898,1.298624635,1.809999943,29.29019928,1.350248814
Queensland Museum,J 10833,NA,73.77,-15.7,145.25,Australian mainland,17.1901741,20.477005,23.85087585,21.44327545,30.59600258,28.00375175,1876.618286,209.3882446,914.75,7.33127737,750.7084961,1876.618286,914.75,207.9921417,0.610939741,0.872499901,0.174233736,7.173267345,0.084771918,0.117796508,118.2343674,169.125,-372.8988342,1.758349299,1.950000048,29.21769142,1.475023031
Queensland Museum,J 10934,NA,78.18,-28.05,148.6,Australian mainland,5.988139629,13.66185665,20.52102089,15.93823719,34.36915207,27.66349411,490.9935608,-1292.942261,474.21875,3.647580385,275.4093933,405.1941833,397.09375,-1144.280273,0.312441856,0.341055437,0.357010578,0.492315935,0.21520577,0.443605864,85.79936218,77.125,-463.9749451,0.835603654,1.269999981,32.4313736,1.609392524
Queensland Museum,J 10959,NA,78.03,-20.4,148.6,Australian mainland,13.45256424,18.65065002,24.0786438,20.75109482,31.47304726,28.28629112,1736.481567,142.5730743,942.875,6.048017025,933.5800171,1736.481567,942.875,138.4531403,0.504001439,0.872468882,0.228714582,8.88136569,0.108727101,0.209918077,129.3561401,157.875,-333.2137451,1.233937979,1,29.15699959,1.537693262
Queensland Museum,J 11247,NA,81.05,-27.45,153,Australian mainland,8.976027489,14.64287472,21.51208305,17.5713768,29.1437149,25.47266769,1049.09729,-445.5352173,794.546875,3.774783134,1142.509033,1002.30188,766.453125,-412.6459961,0.313857824,0.42791323,0.466711996,0.34214805,0.13159274,0.301323567,145.4112244,89.40625,-230.5437469,0.907920003,1.100000024,33.55517578,1.451097488
Queensland Museum,J 11285,NA,75.25,-26.8,150.65,Australian mainland,4.894530773,12.25156212,20.61470795,16.19608116,32.4185791,27.00791359,606.5276489,-855.6893311,590.75,4.28682518,445.4715576,512.8044434,505.75,-770.4320679,0.348412305,0.43916621,0.375155932,0.519841708,0.186087482,0.465681623,93.72323608,85,-306.8753967,0.974930704,1,38.14242554,1.548176765
Queensland Museum,J 11286,NA,79.16,-26.8,150.65,Australian mainland,4.894530773,12.25156212,20.61470795,16.19608116,32.4185791,27.00791359,606.5276489,-855.6893311,590.75,4.28682518,445.4715576,512.8044434,505.75,-770.4320679,0.348412305,0.43916621,0.375155932,0.519841708,0.186087482,0.465681623,93.72323608,85,-306.8753967,0.974930704,1,38.14242554,1.548176765
Queensland Museum,J 11401,NA,79.45,-22.1,146.75,Australian mainland,7.765221119,15.15261555,22.482584,18.45965767,34.64905167,30.43962288,566.8710938,-1402.276367,520.5,3.751281738,337.1330872,566.8710938,520.5,-1401.238647,0.312606812,0.675907594,0.455736723,0.094220843,0.142151737,0.372328636,64.86431122,67.0625,-505.3287659,0.802617311,1.5,28.78219986,1.319337726
Queensland Museum,J 15079,NA,77,-26.95,152.8,Australian mainland,8.373017311,14.12720203,21.15242195,17.15211487,28.95506096,25.19304848,1360.466797,-94.50015259,987.65625,6.443488598,1525.843506,1180.311279,864.546875,-41.04769135,0.528868556,0.49590745,0.408356067,3.368355596,0.13950918,0.315122701,180.1555634,123.109375,-197.1160126,1.544430017,2,32.46572495,1.456760168
Queensland Museum,J 22899,NA,80.65,-16.65,145.35,Australian mainland,13.96354103,17.97938347,22.75618744,20.09005165,30.46562195,27.91823196,1327.511719,-184.7530518,882.28125,5.63729763,794.1815186,1327.511719,882.28125,-185.8701477,0.469774812,0.920738093,0.163004972,5.06033424,0.089891732,0.170668153,77.60744476,166.78125,-352.038269,1.226469278,1.909999967,24.74925041,1.558719754
Queensland Museum,J 3667,15/5/1922,76.69,-17.5,145.45,Australian mainland,9.701911926,13.88639259,20.34833336,17.33447838,27.21622849,24.08306122,1523.477905,189.2052002,1018.5,6.011999607,911.2399902,1473.551636,955.25,200.295639,0.502963722,0.703049401,0.159582338,3.2616139,0.128117791,0.230053929,160.0568695,194.25,-230.7170563,1.370603323,2.450000048,35.5359726,1.422043085
Queensland Museum,J 3668,15/5/1922,73.63,-17.5,145.45,Australian mainland,9.701911926,13.88639259,20.34833336,17.33447838,27.21622849,24.08306122,1523.477905,189.2052002,1018.5,6.011999607,911.2399902,1473.551636,955.25,200.295639,0.502963722,0.703049401,0.159582338,3.2616139,0.128117791,0.230053929,160.0568695,194.25,-230.7170563,1.370603323,2.450000048,35.5359726,1.422043085
Queensland Museum,J 4362,NA,79.37,-23.15,150.5,Australian mainland,11.78416348,17.6267662,23.12118149,19.42950821,30.79894829,27.22317123,997.9465942,-726.0557861,737.671875,5.048955917,674.62146,997.9465942,737.671875,-722.7854614,0.420746326,0.664730853,0.319801794,0.510399573,0.123160205,0.247716652,126.7379532,108.5625,-366.0979309,0.991999984,1,33.11142349,1.491718173
Queensland Museum,J 4507,NA,81.48,-23.4,150.5,Australian mainland,11.39214993,17.38817978,23.09986687,19.34581757,31.86669731,28.25757217,854.6226807,-869.7577515,718.8125,4.279355049,539.8654785,854.6226807,718.8125,-866.1130371,0.356612921,0.647567811,0.329500955,0.320710379,0.122117206,0.259252,103.7696838,104.5,-365.2136841,1.007424712,1.700000048,38.68470001,1.459913731
Queensland Museum,J 7724,NA,80.69,-28.9,151.95,Australian mainland,2.244880915,8.39901638,17.1935463,12.74138927,26.20139503,20.78336716,811.0717773,-212.9060669,771.375,6.035813808,747.4085083,570.3292236,570.3125,-254.288681,0.48911643,0.319807441,0.368827557,2.147543183,0.231399897,0.578441527,145.5559845,104.4375,-173.135025,1.443596005,2.329999924,20.3206749,1.528012753
Queensland Museum,J 7828,NA,81.83,-28.8,151.9,Australian mainland,2.208683729,8.490117073,17.5531311,13.09988213,26.3548336,20.89038277,778.8657227,-245.100647,757.0625,5.699719906,747.4085083,543.5492554,554.9375,-280.7835083,0.461252898,0.31321631,0.355364652,1.952528758,0.232224332,0.58216053,142.7850494,104.9375,-187.5804291,1.341758966,2.029999971,17.72577477,1.563104749
Queensland Museum,J 7956,NA,75.51,-17.5,145.6,Australian mainland,10.75501728,14.89127254,21.37438011,18.43215561,27.95215988,24.90347099,2520.099854,1037.887695,1021.21875,6.965165615,1318.42749,2520.099609,1021.21875,1041.123047,0.580430448,0.637676752,0.161774706,1.177858457,0.11894193,0.214241566,241.7700958,193.40625,-198.401474,1.687568665,1.700000048,45.74980164,1.252286792
Queensland Museum,J 8206,NA,78.09,-19.65,147.4,Australian mainland,12.72916698,18.2115612,24.67277145,21.39816856,31.87698555,29.11741638,934.0598755,-885.9619141,898.84375,5.751784325,593.8674927,934.0598755,898.84375,-891.7802734,0.47931537,0.981979414,0.296433453,0.848741452,0.09167942,0.227181312,65.67855072,134.3125,-449.1114502,1.199239373,5.5,29.16467476,1.46824348
Queensland Museum,J 8207,NA,79.95,-19.65,147.4,Australian mainland,12.72916698,18.2115612,24.67277145,21.39816856,31.87698555,29.11741638,934.0598755,-885.9619141,898.84375,5.751784325,593.8674927,934.0598755,898.84375,-891.7802734,0.47931537,0.981979414,0.296433453,0.848741452,0.09167942,0.227181312,65.67855072,134.3125,-449.1114502,1.199239373,5.5,29.16467476,1.46824348
Queensland Museum,J 8739,NA,80.66,-19.25,146.8,Australian mainland,14.60189152,19.51420784,24.69446945,21.45582962,30.88486099,28.03155136,1143.675049,-648.1643066,914.921875,3.277392387,501.4205017,1143.675049,914.921875,-656.7409058,0.273116022,1.004893385,0.315663899,1.590388083,0.098443535,0.187052306,65.53766632,130.859375,-419.3121948,0.652617693,0.5,21.90237236,1.570789456
Queensland Museum,J 8941,NA,82.41,-27.6,153.3,Australian mainland,9.933142662,15.38934326,21.88711166,18.1431694,28.56578255,25.11698914,1270.920776,-198.8721924,849.5625,5.099477291,1031.041016,1201.321289,822,-184.1095886,0.424935758,0.374677366,0.504645891,1.384628653,0.12385063,0.274915392,212.7693176,87.0625,-205.0879211,1.183677316,0.629999995,27.99238205,1.424808025
Queensland Museum,J 9358,NA,79.24,-27.4,151.6,Australian mainland,4.162833214,11.23418236,20.00751495,15.64023399,30.83800316,25.70364761,613.9246826,-678.1306763,639.8125,4.001405239,514.1864624,515.3953247,547,-632.6026001,0.33266905,0.397456963,0.356980287,0.663799327,0.183926484,0.487036251,98.52937317,92.8125,-269.2943115,0.954622686,1,52.14160156,1.266242981
Queensland Museum,J 9402,NA,72.9,-17.5,145.45,Australian mainland,9.701911926,13.88639259,20.34833336,17.33447838,27.21622849,24.08306122,1523.477905,189.2052002,1018.5,6.011999607,911.2399902,1473.551636,955.25,200.295639,0.502963722,0.703049401,0.159582338,3.2616139,0.128117791,0.230053929,160.0568695,194.25,-230.7170563,1.370603323,2.450000048,35.5359726,1.422043085
Queensland Museum,J 9403,NA,71.68,-17.5,145.45,Australian mainland,9.701911926,13.88639259,20.34833336,17.33447838,27.21622849,24.08306122,1523.477905,189.2052002,1018.5,6.011999607,911.2399902,1473.551636,955.25,200.295639,0.502963722,0.703049401,0.159582338,3.2616139,0.128117791,0.230053929,160.0568695,194.25,-230.7170563,1.370603323,2.450000048,35.5359726,1.422043085
Queensland Museum,J 9404,NA,81.04,-17.15,145.6,Australian mainland,12.12485409,16.08312988,22.2832756,19.49629021,29.03141212,26.22957993,1526.903076,119.1656189,1026.921875,6.476594448,1048.112061,1526.903076,1026.921875,118.0713043,0.539716244,0.828344761,0.163369668,7.983120942,0.105264437,0.192591935,113.4596024,194.203125,-280.5485535,1.552994967,1.789999962,35.85504913,1.472810984
Queensland Museum,J 9448,NA,72.1,-13.1,142.95,Australian mainland,17.88619995,20.57781029,24.73157883,22.80430412,31.80056763,30.53798866,1433.702637,-272.0195313,993.9375,4.47758913,717.3339844,1433.702637,993.9375,-267.7937317,0.373132437,1.054592149,0.180454837,5.774351608,0.054308011,0.099678777,30.37682724,192.3125,-429.4809265,1.005957127,3,11.32584953,1.583185673
Queensland Museum,J 9449,NA,76.34,-13.85,143.15,Australian mainland,16.62168121,19.82581902,24.07141685,21.94379616,31.78215599,30.33137894,1259.275513,-456.9934692,927.5,4.728506088,604.8399658,1259.275513,927.5,-453.9353638,0.394042194,1.097937912,0.186713706,3.075870469,0.060085,0.120615452,21.09326935,173.71875,-434.4673767,0.981878996,2.019999981,13.89799976,1.648164988
Queensland Museum,J 9450,NA,68.45,-13.85,143.15,Australian mainland,16.62168121,19.82581902,24.07141685,21.94379616,31.78215599,30.33137894,1259.275513,-456.9934692,927.5,4.728506088,604.8399658,1259.275513,927.5,-453.9353638,0.394042194,1.097937912,0.186713706,3.075870469,0.060085,0.120615452,21.09326935,173.71875,-434.4673767,0.981878996,2.019999981,13.89799976,1.648164988
Queensland Museum,J 9584,NA,77.14,-27.4,151.6,Australian mainland,4.162833214,11.23418236,20.00751495,15.64023399,30.83800316,25.70364761,613.9246826,-678.1306763,639.8125,4.001405239,514.1864624,515.3953247,547,-632.6026001,0.33266905,0.397456963,0.356980287,0.663799327,0.183926484,0.487036251,98.52937317,92.8125,-269.2943115,0.954622686,1,52.14160156,1.266242981
Queensland Museum,J 9585,NA,75.71,-17.3,145.4,Australian mainland,9.956220627,14.09931946,20.97133064,18.05673599,27.46134949,24.46434784,1850.751709,492.1533813,991.625,6.654199123,911.2399902,1786.77124,929.84375,490.8579712,0.551440656,0.685132258,0.159217802,1.677187332,0.122065101,0.224792174,192.280777,189.875,-210.0923004,1.460883021,2,34.36927414,1.461933255
Queensland Museum,J 9586,NA,74.33,-17.3,145.4,Australian mainland,9.956220627,14.09931946,20.97133064,18.05673599,27.46134949,24.46434784,1850.751709,492.1533813,991.625,6.654199123,911.2399902,1786.77124,929.84375,490.8579712,0.551440656,0.685132258,0.159217802,1.677187332,0.122065101,0.224792174,192.280777,189.875,-210.0923004,1.460883021,2,34.36927414,1.461933255
Queensland Museum,J 9718,NA,84.94,-27.1,152.4,Australian mainland,7.063663483,13.37823296,21.13668251,16.96382713,30.62600327,26.39305687,832.8120117,-576.0330811,791.5,5.199854851,775.5099487,714.8650513,685.375,-490.5227661,0.449706227,0.431172002,0.383519324,0.277962853,0.150275063,0.365822705,117.9469681,106.125,-232.7289276,1.152498603,1,31.9911747,1.471788049
